Symbol,Date,Prev_Close,Open_Price,High_Price,Low_Price,Close_Price
SUNTV,29-Jul-19,491.05,495,495,464.6,468.5
SUNTV,30-Jul-19,468.5,468.55,477.2,463.5,466.95
SUNTV,31-Jul-19,466.95,464,474.7,455.9,472.55
SUNTV,1-Aug-19,472.55,469.8,479,451.65,457.75
SUNTV,2-Aug-19,457.75,455,463.35,441.7,456.2
SUNTV,5-Aug-19,456.2,455.8,457.45,441.25,450.75
SUNTV,6-Aug-19,450.75,448.75,452.85,438.05,441
SUNTV,7-Aug-19,441,441.7,449,439.6,443.95
SUNTV,8-Aug-19,443.95,445.9,454,439,452.6
SUNTV,9-Aug-19,452.6,448.25,464.7,444.55,449.55
SUNTV,13-Aug-19,449.55,450,454.9,418.3,422.4
SUNTV,14-Aug-19,422.4,422.5,443.8,422.5,439.8
SUNTV,16-Aug-19,439.8,432.3,446.35,428.4,444.65
SUNTV,19-Aug-19,444.65,444.65,445.95,437.05,443.15
SUNTV,20-Aug-19,443.15,442,443.65,432.25,434.5
SUNTV,21-Aug-19,434.5,433,436.8,420.65,422.65
SUNTV,22-Aug-19,422.65,422.8,426.35,407.1,415.1
SUNTV,23-Aug-19,415.1,411.7,435.7,408,434.1
SUNTV,26-Aug-19,434.1,437.05,444.5,427.45,443.1
SUNTV,27-Aug-19,443.1,443.1,455,434.3,451.1
SUNTV,28-Aug-19,451.1,451,456.6,434.5,441.8
SUNTV,29-Aug-19,441.8,442,448.85,431.3,439.8
SUNTV,30-Aug-19,439.8,439.8,442.6,422.45,438.45
SUNTV,3-Sep-19,438.45,434.05,444.5,427,429.7
SUNTV,4-Sep-19,429.7,430,432.35,420.8,429.45
SUNTV,5-Sep-19,429.45,431.8,438,427.5,434.6
SUNTV,6-Sep-19,434.6,435,439.85,430.7,435.7
SUNTV,9-Sep-19,435.7,436,446.25,432.25,440.05
SUNTV,11-Sep-19,440.05,437.65,451.85,437.65,444.5
SUNTV,12-Sep-19,444.5,444.5,449,438.1,444.55
SUNTV,13-Sep-19,444.55,444,450.85,440.3,447.35
SUNTV,16-Sep-19,447.35,446,450.8,440.55,443.8
SUNTV,17-Sep-19,443.8,443,446.85,432.65,436.8
SUNTV,18-Sep-19,436.8,434.7,439.4,425.55,430.8
SUNTV,19-Sep-19,430.8,430.8,431.4,414.3,417.8
SUNTV,20-Sep-19,417.8,415.75,469.9,389.35,457.65
SUNTV,23-Sep-19,457.65,462,522.4,462,499.3
SUNTV,24-Sep-19,499.3,498.1,499.25,470,473.05
SUNTV,25-Sep-19,473.05,472.45,472.45,457,463.7
SUNTV,26-Sep-19,463.7,460,472.75,455.3,470.45
SUNTV,27-Sep-19,470.45,472.7,492.5,469.1,482.95
SUNTV,30-Sep-19,482.95,481,483,459.1,472.7
SUNTV,1-Oct-19,472.7,474.95,484.3,459.25,477.9
SUNTV,3-Oct-19,477.9,469.95,488,466,485.1
SUNTV,4-Oct-19,485.1,483.7,486,460.5,462.95
SUNTV,7-Oct-19,462.95,462.9,464.5,449,459.8
SUNTV,9-Oct-19,459.8,459,473.8,452.15,471.75
SUNTV,10-Oct-19,471.75,466.3,480.8,464.5,468.15
SUNTV,11-Oct-19,468.15,467,476,462.6,467.1
SUNTV,14-Oct-19,467.1,470,482.6,466.45,480.3
SUNTV,15-Oct-19,480.3,476.1,495,476.1,490.1
SUNTV,16-Oct-19,490.1,486.85,500,481.7,483.2
SUNTV,17-Oct-19,483.2,486,504.45,482.1,502.55
SUNTV,18-Oct-19,502.55,496.1,519.45,495.7,516.95
SUNTV,22-Oct-19,516.95,516.95,532.4,514.2,520
SUNTV,23-Oct-19,520,519.55,525.15,512.5,517.6
SUNTV,24-Oct-19,517.6,519.5,523.9,513.6,520.3
SUNTV,25-Oct-19,520.3,521.25,535.75,520.45,531.6
SUNTV,27-Oct-19,531.6,534.2,536.4,525,531.25
SUNTV,29-Oct-19,531.25,530,533.2,522.15,528.2
SUNTV,30-Oct-19,528.2,530,535.3,517.05,519.15
SUNTV,31-Oct-19,519.15,520,529.8,519.3,527.35
SUNTV,1-Nov-19,527.35,527.5,551.3,526.05,542.65
